City,Accommodation,Apartment Name,Furnishing,Tenant Preferred,Availability,Carpet Area,Floor,Facing,overlooking,Bathroom,Balcony,Rent,Description
new-delhi,"3 BHK Apartment for Rent in Defence colony Villas, Defence Colony",Defence colony Villas,Semi-Furnished,Bachelors/Family,Immediately,2100 sqft,1 out of 3,West,Garden/Park,3,1,"₹85,000","Sound location facing the park 3 bhk available in A Block. Its very beautiful house with spacious and airy bedrooms. It has separate drawing and dining. Vastu perfect ideal for small family. Ample parking is also there. Rent flats of 3 BHK in the prime locality of Defence Colony. The state-of-the art flat available on rent is part of the Defence Colony Villas. The Rent amount is set at an attractive price of Rs 85,000/-. Plus you need to pay a booking amount of only Rs 170000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. The flat is strategically located near walking to the metro and main road. It provides an amazing view of garden/park. The flat is bundled with spacious 1 open car parking. It also has 1 balconies. The flat offered on rent is equipped with 3 well-designed bedrooms. For additional storage space, the flat is equipped with 1 store room. A beautifully designed abode, the flat is semi-furnished. Studded with almost all the features, the flat is immediately available for rent. "
new-delhi,"3 BHK Builder Floor for Rent in DLF Kings Court, Greater Kailash 2",DLF Kings Court,Furnished,Bachelors/Family,Immediately,2000 sqft,2 out of 4,North - East,"Garden/Park, Main Road",3,3,₹3 Lac,"The most awaited apartments available for rent in dlf kings court, new delhi south.::::::::This is on second floor a beautifully designed apartment with the best view from the balconies of jahapanah city forest and swimming pool, world class facilities in terms of security and other group housing societies, beautifully designed 3 king sized bedrooms attached 3 ultra modern bathrooms with roof top showers and jacuzzi, an amazing living cum dining hall, with beautiful view from the wide balconies, beautifully designed fully loaded fully modular kitchen , the house is centrally air-Conditioned, 24 hours power backup, 2-3 cars parking inside the building and also visitors parking there.::::::::The house has common facilities like, gym, swimming pool, food court, kids play area, beautiful club house, common waiting lounge, meeting area/party lounge, card room, spa, steam bath, sauna bath, and kids swimming pool also there is separate restaurant facilities for kings court only also many other facilities there.::::::::Available for immediate rent out, for more information please contact us, we have huge database in dlf kings court."
new-delhi,4 BHK Builder Floor for Rent in Vasant Vihar,None,Unfurnished,Bachelors/Family,Immediately,2200 sqft,3 out of 3,North - West,Garden/Park,4,4,₹1.4 Lac,400 yds beautyful apartment ac power backup security ready to move in modular kitchen powder room servant room must see property available for immediate rent shining new five star finish builder flats also available 2 lakh onwards
new-delhi,3 BHK Builder Floor for Rent in New Friends Colony,None,Semi-Furnished,Bachelors/Family,Immediately,2150 sqft,2 out of 4,North - East,None,4,None,₹2.3 Lac,"NEW FRIENDS COLONY, 300 sq yds, 3BR, Basement and ground floor, 3 side corner, 3BR, Excellent location, New, Unused, First entry, Fully loaded kitchen and Guest washroom, Servant room, Spacious Ample Sunlight. Do you want to rent flat for accomodation? Consider 3 BHK flat in the popular locality of New Friends Colony. The rental rates are quite justifiable and set at an amount of Rs 2.3 Lac/-. However, you are required to deposit a booking amount of Rs 450000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. Some attractive additional facilities available with the flat are jogging and strolling track. Strategically located near nearby park, the flat is smartly located to offer seamless connectivity. The flat has 2 covered, 1 open car parking for your convenience. The flat available on rent features 3 spacious bedrooms. And 1 study room that can be used as a guest room or a home office. The flat comes semi-furnished and is sure to appeal to you. It is immediately available for rent. "
new-delhi,"4 BHK Builder Floor for Rent in Maharani Bagh, New Friends Colony",None,Semi-Furnished,Bachelors,Immediately,3000 sqft,1 out of 4,None,None,4,4,₹2.2 Lac,"4 bhk independent floor in Maharani bagh. Spacious bedrooms with attached bedrooms with a separate driveway. Lavish interiors with a specifications. Italian marble flooring, modular kitchen with no seepage. The property has been structured for ample natural light and cross ventilation. Vaastu compliant.Peaceful location, freehold with crystal clear title. Wider roads"
new-delhi,"3 BHK Apartment for Rent in Bharat Apartments, Dwarka Sector 18",Bharat Apartments,Semi-Furnished,Bachelors/Family,Immediately,None,7 out of 10,North,"Garden/Park, Main Road",2,3,"₹32,000","One of the best and very well maintained society in all over dwarka. Society is really exclusive . All the facilities like schools, Markets, Banks, Restaurants, Metro, Hospitals, Sports complex and bus route are at walking distance. CCTV cameras are installed in the society with full security of the apartment. Complete power backup and 24 hours sweet water supply from Delhi Jal Board.::::Featuring high quality Vitrified in different rooms. Located at very prime location with well connected to NH8 and IGI Airport"
new-delhi,3 BHK Builder Floor for Rent in New Friends Colony,None,Unfurnished,Bachelors/Family,Immediately,3600 sqft,Ground out of 3,East,Garden/Park,3,3,₹2 Lac,Builder Floor Available for Rent in New Friends ColonyBasement Ground Floor DuplexBrand NewCorner House3 side Open300 sqyd3 BHKServant QuarterInside ColonyLiftWide RoadVaastu Compliant2 Cars in Stilt ParkingBeautiful and Good LocationAll Branded FittingsLots of Sunlight Fresh AirPark NearbyLots of Greenery with trees and lovely viewAll major electricity and water supply connections are already installed.Website www.shriramprop.in
new-delhi,2 BHK Builder Floor for Rent in Chhattarpur,None,Unfurnished,Bachelors/Family,Immediately,900 sqft,Ground out of 5,South - East,None,2,1,"₹15,000","Open Building with Cross Ventilation Rent flats of 2 BHK in the prime locality of Chhattarpur. Affordable to rent, the flat is available for rent at a competitive amount of Rs 15,000/-. You just have to deposit an initial booking amount of Rs 15000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors/Family. The flat is well-connected and positioned near affordable prices with all modern amenities. To park your car, the flat comes with a its own 1 covered car parking. The flat also has 1 balconies for a multiple usages. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. The flat is well-designed and comes unfurnished, with a unique appeal. Studded with almost all the features, the flat is immediately available for rent. "
new-delhi,"4 BHK Apartment for Rent in Samrat Ashok Enclave Apartment, Dwarka Sector 18A",Samrat Ashok Enclave Apartment,Unfurnished,Family,Immediately,2300 sqft,4 out of 10,North - West,"Garden/Park, Main Road",4,5,"₹38,000","This flat 4bedroom sarventroom sector 18 A dwarka New delhi Near metro school market Rent flats of 4 BHK in the prime locality of Dwarka Sector 18A. Located within the premium project of Samrat Ashok Enclave Apartment, this well-ventilated flat is available on rent. The rent amount of the flat is very competitive and set at an amount of Rs 38,000/-. However, you will have to deposit a booking amount of Rs 76000/- if you wish to rent this flat. We have some preferences about the tenants to rent the flat and the preferred tenants are Family. Some added-on facilities available with the flat are jogging and strolling track. Also, it overlooks garden/park, main road to offer a soothing view. Ensuring that you park the car safely, the flat has 1 covered, 1 open car parking. The flat also has 5 balconies for a multiple usages. The flat available on rent features 4 spacious bedrooms. The flat is well-designed and comes unfurnished, with a unique appeal. It is immediately available for rent. "
new-delhi,"3 BHK Apartment for Rent in Joy Apartment, Dwarka Sector 2",Joy Apartment,Semi-Furnished,Bachelors,Immediately,1650 sqft,1 out of 10,North - East,"Garden/Park, Main Road",2,3,"₹36,000","well furnished 3 bhk flat is on rent.beautiful flat. complete woodwork.neat and clean society.modular kitchen.two and a half km far from metro.all the amenities are near by If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Dwarka Sector 2. Located within the premium project of Joy Apartment, this well-ventilated flat is available on rent. Affordable to rent, the flat is available for rent at a competitive amount of Rs 36,000/-. However, you will have to deposit a booking amount of Rs 72000/- if you wish to rent this flat. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors. Some premium add-on facilities bundled with the flat are internet/wi-fi connectivity,ro water system,service/goods lift,intercom facility. The flat is centrally located near opposite to manipal hospital. It is well-positioned and one can get a view of garden/park, main road. Also, there are 3 balconies in the flat. The flat listed for rent boasts of 3 sizable and aesthetically designed bedrooms. The flat is well-designed and comes semi-furnished, with a unique appeal. It is immediately available for rent. "
new-delhi,1 BHK Builder Floor for Rent in Neb Sarai,None,Semi-Furnished,Bachelors/Family,Immediately,450 sqft,1 out of 4,East,"Garden/Park, Main Road",1,1,"₹10,000","Rent flats of 1 BHK in the prime locality of Neb Sarai. The Rent amount is set at an attractive price of Rs 10,000/-. However, you are required to deposit a booking amount of Rs 10000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. The flat is centrally located near saket. Also, it overlooks garden/park, main road to offer a soothing view. In addition to this, the flat is studded with capacious 1 balconies. The flat listed for rent boasts of 1 sizable and aesthetically designed bedrooms. A beautifully designed abode, the flat is semi-furnished. Owing to continuous demand, the flat is immediately available for rent. "
new-delhi,4 BHK Builder Floor for Rent in Vasant Vihar,None,Semi-Furnished,Bachelors/Family,Immediately,None,3 out of 4,North - East,Garden/Park,4,2,₹2.5 Lac,"Best location for Rent. North facing ventilated with proper sun light .Third floor with Terrace and add join park builder floor available for Rent in Vasant Vihar with 4 bedrooms, with attached bathroom, drawing dinning, modular kitchen with modern amenities, servant quarter, y intercom facility available, visitor parking also available. For more details contact with US. Broker pls Excused. And many more options available."
new-delhi,2 BHK Builder Floor for Rent in Rohini Sector 25,None,Semi-Furnished,Bachelors,Immediately,730 sqft,Ground out of 4,North - West,"Garden/Park, Pool, Main Road",2,1,"₹14,000","This property is availaible for rent at best best prices as compared to others. Located in a gated society. It is in close proximity to ryan international,queens marry,kendriya vidyalaya,nk bagrodia,bal bharti. Highly lush green area around this location. Pacific sports complex incuding gold gym,swimming pool,cricket academy is also nearby. Congestion free"
new-delhi,"3 BHK Builder Floor for Rent in Majlis Park, Azadpur",None,Semi-Furnished,Bachelors/Family,Immediately,900 sqft,3 out of 4,East,Main Road,2,1,"₹16,000","If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Majlis Park, Azadpur. The rent amount of the flat is very competitive and set at an amount of Rs 16,000/-. However, you will have to deposit a booking amount of Rs 40000/- if you wish to rent this flat. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. Some added-on facilities available with the flat are intercom facility. Also, it overlooks main road to offer a soothing view. Also, there are 1 balconies in the flat. The flat offered on rent is equipped with 3 well-designed bedrooms. For additional storage space, the flat is equipped with 1 store room. The flat comes semi-furnished and is sure to appeal to you. It is immediately available for rent. "
new-delhi,4 BHK Builder Floor for Rent in Punjabi Bagh West,None,Semi-Furnished,Bachelors/Family,Immediately,280 sqyrd,1 out of 4,North,Main Road,4,1,"₹90,000","A north facing, Brand new, Independent Builder floor available for rent in Punjabi bagh west, First floor, Prime location, modular kitchen, 4 bedrooms, 4 bathrooms, lobby located nearby market.Accommodation in posh area with all amenities. Many more options available. For more details and site viewing please contact us Padam associate Mr. Manjee singh padam"
new-delhi,"4 BHK Builder Floor for Rent in Safdarjung Development Area, Hauz Khas",None,Semi-Furnished,Bachelors/Family,Immediately,None,3 out of 4,North,Garden/Park,4,3,₹2.5 Lac,"Third floor with terrace garden constructed with attractive interior park facing view builder floor available for Rent in S.D.A having 4 bedrooms with attached bathrooms, drawing dinning, modular kitchen with modern amenities, excellent wooden work done in all bedrooms and bathroom, power backup, lift, servant quarter, Vaastu perfect, marble flooring, security, fully ventilation with sun light in all rooms, 24 hrs. water supply, no rear power cut, easy to accessibility in all area, wide road. For more details, please feel free or contact with Us. Broker Excused"
new-delhi,3 BHK Builder Floor for Rent in Dakshini Pitampura,None,Semi-Furnished,Bachelors/Family,Immediately,300 sqyrd,1 out of 4,None,None,3,1,"₹55,000","3 BHK, Builder Floor Apartment is available for Rent in Dakshini Pitampura, New Delhi for 55,000"
new-delhi,3 BHK Apartment for Rent in Defence Colony,None,Unfurnished,Bachelors/Family,Immediately,None,2 out of 3,None,None,3,None,₹1 Lac,"If you are planning to rent a flat, you can consider this 3 BHK flat situated in the prime location of Defence Colony. The Rent amount is set at an attractive price of Rs 1 Lac/-. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. The flat available on rent features 3 spacious bedrooms. Designed to meet your modern needs, the flat comes unfurnished. It is immediately available for rent. "
new-delhi,3 BHK Builder Floor for Rent in New Rajendra Nagar,None,Unfurnished,Bachelors,Immediately,1200 sqft,1 out of 4,North,None,3,3,"₹60,000","This Builder Floor Apartment at 1st floor faces North direction. The Builder Floor Apartment is newly constructed. The location has easy access to, National Virjanand Girls School (0 km ), Hog Market (0 km ), Allahabad Bank (0 km ) and Rajendra Palace Metro Station (1 km )."
new-delhi,1 BHK Apartment for Rent in Tihar,None,Unfurnished,Bachelors,Immediately,450 sqft,1 out of 4,North - East,None,1,1,"₹9,500","Multistorey apartment is available for rent. It has carpet area 450 sq-ft, it is 1 BHK apartment. Please contact for more details. Do you want to rent flat for accomodation? Consider 1 BHK flat in the popular locality of Tihar. The rental amount of the flat is an affordable Rs 9,500/-. Plus you need to pay a booking amount of only Rs 9500/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors. It also has 1 balconies. The flat on rent has 1 large and spacious bedrooms. Designed to meet your modern needs, the flat comes unfurnished. The flat is immediately available for rent. "
new-delhi,"1 BHK Apartment for Rent in Bharthal, Dwarka",None,Furnished,Bachelors/Family,Immediately,600 sqft,1 out of 4,None,None,1,1,"₹12,000","Multistory apartment is available for Rent. It covered area of 650 sq-ft, it is a good location property. Please contact for more::::details. Rent flats of 1 BHK in the prime locality of Bharthal, Dwarka. The rent amount of the flat is very competitive and set at an amount of Rs 12,000/-. Plus you need to pay a booking amount of only Rs 12000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. In addition to this, the flat is studded with capacious 1 balconies. This flat on rent comes with 1 well planned bedrooms. Designed to meet your modern needs, the flat comes furnished. Owing to continuous demand, the flat is immediately available for rent. "
new-delhi,"3 BHK Apartment for Rent in Maitri Apartments, Dwarka Sector 10",Maitri Apartments,Semi-Furnished,Bachelors/Family,Immediately,1700 sqft,5 out of 10,North - East,"Garden/Park, Main Road",3,3,"₹36,000","3bed with 3 attach bath with store all work completed in this flat all facility available in this society very close to market schools parks and walking distance metro etc. Rent flats of 3 BHK in the prime locality of Dwarka Sector 10. The state-of-the art flat available on rent is part of the Maitri Apartments. The rental amount of the flat is an affordable Rs 36,000/-. However, you will have to deposit a booking amount of Rs 72000/- if you wish to rent this flat. We keep a say in the type of tenants preferred to rent our flat and the tenants preferred are Bachelors/Family. The flat comes with some add-on facilities such as jogging and strolling track. The flat is centrally located near near gd goenka school.. It provides an amazing view of garden/park, main road. Ensuring that you park the car safely, the flat has 1 covered, 1 open car parking. Also, it features 3 balconies that are spacious. The flat available on rent features 3 spacious bedrooms. The flat available on rent has an especially carved out 1 store room which can be utilised for extra storage needs. The flat comes semi-furnished and is sure to appeal to you. The flat is immediately available for rent. "
